u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,ref,bridge,tunnel,junction,width,access,service
10779050,10779049,0,2903781,False,Hospitalsvej,residential,50,87.23400000000001,"LINESTRING (12.5296619 55.6796479, 12.5295107 55.6793456, 12.5294546 55.679218, 12.5293099 55.678889)",,,,,,,,
10779050,1893873259,0,49002141,True,Howitzvej,residential,40,145.738,"LINESTRING (12.5296619 55.6796479, 12.5294476 55.6796741, 12.5292711 55.6796956, 12.5291931 55.6797051, 12.528837 55.6797485, 12.5285025 55.679789, 12.5284439 55.6798012, 12.5282013 55.6798721, 12.5281048 55.6799138, 12.5279043 55.6800005, 12.5277106 55.6800797, 12.5275422 55.6801284)",,,,,,,,
10779050,281887451,0,237353970,False,Howitzvej,residential,40,131.957,"LINESTRING (12.5296619 55.6796479, 12.529773 55.6796337, 12.5300663 55.6795967, 12.5300918 55.6795935, 12.5307507 55.6795042, 12.5308081 55.6794967, 12.5315671 55.679398, 12.5317131 55.6793822)",,,,,,,,
10779074,3185192023,0,237355962,True,Gammel Kongevej,tertiary,50,17.34,"LINESTRING (12.5332943 55.6783563, 12.5330267 55.6783957)",,,,,,,,
10779074,3185192021,0,361179040,False,Allégade,tertiary,50,6.972,"LINESTRING (12.5332943 55.6783563, 12.5332943 55.6782936)",2,,,,,,,
10779074,724818,0,37978799,False,Falkoner Alle,tertiary,50,89.63199999999999,"LINESTRING (12.5332943 55.6783563, 12.5334884 55.679056, 12.5335152 55.6791527)",2,,,,,,,
10938890,7457902212,0,3635842,False,Bjørnsonsvej,residential,50,178.702,"LINESTRING (12.5230516 55.653018, 12.5231373 55.6525105, 12.5233173 55.6514179)",,,,,,,,
10938890,474662273,0,3635842,False,Bjørnsonsvej,residential,50,190.75,"LINESTRING (12.5230516 55.653018, 12.5227887 55.6544302, 12.5227438 55.6547246)",,,,,,,,
10938890,73083453,0,"[539777408, 303944468, 155799765]",False,Carl Jacobsens Vej,tertiary,50,299.281,"LINESTRING (12.5230516 55.653018, 12.5232734 55.6530038, 12.5235128 55.6529571, 12.5236792 55.6529072, 12.5242957 55.6526943, 12.5243386 55.6526795, 12.5245671 55.652601, 12.5251394 55.6523947, 12.5253938 55.6523121, 12.5256277 55.6522297, 12.5257279 55.6522095, 12.525916 55.6521715, 12.5261068 55.6521591, 12.5262993 55.6521707, 12.5268953 55.6522256, 12.5272452 55.6522578, 12.5274091 55.6522729)",2,,,,,,,
10938890,18011399,0,539777408,False,Carl Jacobsens Vej,tertiary,50,84.744,"LINESTRING (12.5230516 55.653018, 12.5228225 55.6530155, 12.5217028 55.6529783)",2,,,,,,,
10938901,719464008,0,2522290,False,Nitivej,residential,50,80.339,"LINESTRING (12.5349696 55.6916187, 12.5346988 55.691617, 12.5345627 55.6916299, 12.5343499 55.6916767, 12.5342672 55.6917007, 12.5337767 55.6918429)",,,,,,,,
10938901,10938927,0,2522292,False,Ane Katrines Vej,residential,50,99.97200000000001,"LINESTRING (12.5349696 55.6916187, 12.535218 55.6911232, 12.5354333 55.6907587)",,,,,,,,
10938901,719464012,0,2522292,False,Ane Katrines Vej,residential,50,91.71799999999999,"LINESTRING (12.5349696 55.6916187, 12.5348689 55.691833, 12.5345673 55.6924117)",,,,,,,,
10938908,10938910,0,78804884,False,Nordre Fasanvej,tertiary,50,52.477,"LINESTRING (12.5346001 55.6954057, 12.5341952 55.6949926)",,,,,,,,
10938908,793273,0,147167539,False,Nordre Fasanvej,tertiary,50,153.895,"LINESTRING (12.5346001 55.6954057, 12.5353097 55.6961497, 12.5354826 55.696331, 12.5356284 55.6965068, 12.5356969 55.6966408)",,,,,,,,
10938910,10938908,0,78804884,False,Nordre Fasanvej,tertiary,50,52.477,"LINESTRING (12.5341952 55.6949926, 12.5346001 55.6954057)",,,,,,,,
10938910,719464020,0,329738067,False,Nordre Fasanvej,tertiary,50,38.603,"LINESTRING (12.5341952 55.6949926, 12.5339165 55.694683)",2,,,,,,,
10938910,10938911,0,4212193,True,Bispeengen,residential,50,264.246,"LINESTRING (12.5341952 55.6949926, 12.5343779 55.6949216, 12.5345716 55.6948167, 12.534994 55.6944939, 12.5352528 55.6942058, 12.5354562 55.693854, 12.5355607 55.6932657, 12.5355136 55.6929668, 12.5354988 55.6928525)",,,,,,,,
10938910,3836541086,0,283000862,False,Bispeengen,unclassified,50,137.798,"LINESTRING (12.5341952 55.6949926, 12.5338524 55.6951421, 12.5334888 55.6952752, 12.533194 55.6953645, 12.533107 55.6953909, 12.5327096 55.6954884, 12.5322741 55.6955801)",,,,,,,,
10938911,7646313,0,147167536,False,Borups Allé,tertiary,50,53.558,"LINESTRING (12.5354988 55.6928525, 12.5362526 55.6926256)",,,,,,,,
10938911,719464006,0,147167536,False,Borups Allé,tertiary,50,61.201,"LINESTRING (12.5354988 55.6928525, 12.5353788 55.692893, 12.5346384 55.6931126)",,,,,,,,
10938925,24959341,0,147167536,False,Borups Allé,tertiary,50,15.162,"LINESTRING (12.5341476 55.6932581, 12.5339335 55.6933216)",,,,,,,,
10938925,719464001,0,2522291,False,Priorvej,residential,50,84.866,"LINESTRING (12.5341476 55.6932581, 12.5340935 55.6932, 12.5336829 55.6927586, 12.5335207 55.6925816)",,,,,,,,
10938925,719464006,0,147167536,False,Borups Allé,tertiary,50,34.754999999999995,"LINESTRING (12.5341476 55.6932581, 12.534376 55.6931904, 12.5346384 55.6931126)",,,,,,,,
10938927,10938901,0,2522292,False,Ane Katrines Vej,residential,50,99.97200000000001,"LINESTRING (12.5354333 55.6907587, 12.535218 55.6911232, 12.5349696 55.6916187)",,,,,,,,
10938927,1662637292,0,237356620,False,Kronprinsesse Sofies Vej,residential,50,55.659000000000006,"LINESTRING (12.5354333 55.6907587, 12.5355607 55.6907794, 12.5360044 55.6908526, 12.5362807 55.6909078)",,,,,,,,
10938927,7800714,0,"[784348049, 237356620]",False,Kronprinsesse Sofies Vej,residential,50,88.45400000000001,"LINESTRING (12.5354333 55.6907587, 12.5352697 55.6907165, 12.5351388 55.6906402, 12.5351122 55.6906124, 12.5349436 55.6904365, 12.5348567 55.6903458, 12.5346431 55.6901229)",,,,,,,,
10938928,719464001,0,2522291,False,Priorvej,residential,50,65.695,"LINESTRING (12.5330372 55.6920574, 12.5335207 55.6925816)",,,,,,,,
10938928,719464008,0,2522290,False,Nitivej,residential,50,52.125,"LINESTRING (12.5330372 55.6920574, 12.5332092 55.6920075, 12.5334139 55.6919481, 12.5337767 55.6918429)",,,,,,,,
10938928,793268,0,2522290,False,Nitivej,residential,50,84.51400000000001,"LINESTRING (12.5330372 55.6920574, 12.5324859 55.692222, 12.5322983 55.692278, 12.5318456 55.6924132)",,,,,,,,
10938930,7766784,0,8124223,False,Rungsted Plads,residential,50,129.782,"LINESTRING (12.5400341 55.6925932, 12.5400549 55.6937603)",,,,,,,,
10938930,10938931,0,58153694,False,Humlebækgade,residential,50,42.261,"LINESTRING (12.5400341 55.6925932, 12.5393602 55.69258)",,,,,,,,
10938930,7766762,0,58153694,False,Humlebækgade,residential,50,50.273,"LINESTRING (12.5400341 55.6925932, 12.5407476 55.6923866)",,,,,,,,
10938931,254910151,0,2522289,False,Rungsted Plads,residential,50,131.091,"LINESTRING (12.5393602 55.69258, 12.5393749 55.6937589)",,,,,,,,
10938931,10938933,0,58153694,False,Humlebækgade,residential,50,53.457,"LINESTRING (12.5393602 55.69258, 12.5385356 55.6924571)",,,,,,,,
10938931,10938930,0,58153694,False,Humlebækgade,residential,50,42.261,"LINESTRING (12.5393602 55.69258, 12.5400341 55.6925932)",,,,,,,,
10938933,721514745,0,58153694,False,Humlebækgade,residential,50,15.331,"LINESTRING (12.5385356 55.6924571, 12.5382921 55.6924439)",,,,,,,,
10938933,10938931,0,58153694,False,Humlebækgade,residential,50,53.457,"LINESTRING (12.5385356 55.6924571, 12.5393602 55.69258)",,,,,,,,
10938933,721514737,0,297205723,False,Lundtoftegade,tertiary,50,72.111,"LINESTRING (12.5385356 55.6924571, 12.5387569 55.6918207)",2,,,,,,,
10938933,254910147,0,297205723,False,Lundtoftegade,tertiary,50,145.403,"LINESTRING (12.5385356 55.6924571, 12.5384806 55.6926174, 12.5383988 55.692987, 12.5382931 55.6937566)",2,,,,,,,
10939340,2975708194,0,1813870,False,Hillerødgade,tertiary,40,42.885999999999996,"LINESTRING (12.5438119 55.697629, 12.5436865 55.6976149, 12.5431407 55.6975537)",,,,,,,,
10939340,8304790,0,105561353,False,Nørrebrogade,tertiary,40,35.798,"LINESTRING (12.5438119 55.697629, 12.5441153 55.6974317, 12.544186 55.6973857)",,,,,,,,
10939340,8228728,0,106151487,False,Nørrebrogade,tertiary,40,42.205,"LINESTRING (12.5438119 55.697629, 12.5436674 55.6977327, 12.5433959 55.6979275)",,,,,,,,
10939341,576725,0,1886109,False,Lyshøjgårdsvej,residential,50,128.035,"LINESTRING (12.5183039 55.6634519, 12.5167195 55.6634908, 12.516265 55.6634739)",,,,,,,,
10939341,289784599,0,1886109,False,Lyshøjgårdsvej,residential,50,42.398,"LINESTRING (12.5183039 55.6634519, 12.5187538 55.6634473, 12.5189797 55.663443)",,,,,,,,
10939341,10939343,0,2943720,False,Rasmus Rasks Vej,residential,50,119.341,"LINESTRING (12.5183039 55.6634519, 12.5182152 55.6633378, 12.5175397 55.662469)",,,,,,,,
10939343,18165907,0,3663981,False,Sibbernsvej,residential,50,93.881,"LINESTRING (12.5175397 55.662469, 12.5190361 55.6624883)",,,,,,,,
10939343,295133661,0,32878704,False,Toftegårds Plads,residential,,62.476,"LINESTRING (12.5175397 55.662469, 12.5165519 55.6623967)",2,,,,,,,
10939343,10939341,0,2943720,False,Rasmus Rasks Vej,residential,50,119.341,"LINESTRING (12.5175397 55.662469, 12.5182152 55.6633378, 12.5183039 55.6634519)",,,,,,,,
10939343,1280331077,0,103524901,False,Toftegårds Plads,residential,,81.24499999999999,"LINESTRING (12.5175397 55.662469, 12.5177111 55.6618149, 12.5177334 55.6617466)",,,,,,,,
10939346,792849,0,2522299,False,Annexstræde,residential,,166.051,"LINESTRING (12.5131661 55.6651292, 12.5130007 55.6651611, 12.5126172 55.6652216, 12.51235 55.6652655, 12.5120225 55.6653318, 12.5118915 55.6653629, 12.5115679 55.6655041, 12.5114435 55.6655621, 12.5112997 55.6656361, 12.5112304 55.6657066, 12.5112069 55.6657486, 12.5111943 55.6658421, 12.5111827 55.6659286)",,,,,,,,
10939346,1043180418,0,2522300,False,Skolegade,residential,50,77.39,"LINESTRING (12.5131661 55.6651292, 12.5135092 55.6657432, 12.5135009 55.6657952)",,,,,,,,
10939346,323206321,0,2522301,False,Rughavevej,residential,50,50.119,"LINESTRING (12.5131661 55.6651292, 12.5135504 55.6650605, 12.5139419 55.665027)",,,,,,,,
10939346,1657624840,0,87341553,False,Skolegade,residential,50,104.60199999999999,"LINESTRING (12.5131661 55.6651292, 12.512847 55.6646353, 12.5127324 55.6643653, 12.5126626 55.6643301, 12.5126237 55.6642484)",,,,,,,,
10939348,576726,0,2522301,False,Rughavevej,residential,50,104.38900000000001,"LINESTRING (12.5148306 55.6649219, 12.5149472 55.6648974, 12.5150399 55.664871, 12.5159827 55.6644724, 12.5161823 55.6643803)",,,,,,,,
10939348,1042960646,0,2522301,False,Rughavevej,residential,50,10.453,"LINESTRING (12.5148306 55.6649219, 12.514753 55.664935, 12.5146693 55.6649453)",,,,,,,,
10939348,10939966,0,2522302,False,Mellemtoftevej,residential,,175.952,"LINESTRING (12.5148306 55.6649219, 12.5148259 55.6648576, 12.5146742 55.6642903, 12.5146657 55.6642379, 12.5146884 55.6641893, 12.5147658 55.6641239, 12.5148546 55.6640737, 12.5149685 55.6640471, 12.5160716 55.6640335)",,,,,,,,
10939966,10939348,0,2522302,False,Mellemtoftevej,residential,,175.952,"LINESTRING (12.5160716 55.6640335, 12.5149685 55.6640471, 12.5148546 55.6640737, 12.5147658 55.6641239, 12.5146884 55.6641893, 12.5146657 55.6642379, 12.5146742 55.6642903, 12.5148259 55.6648576, 12.5148306 55.6649219)",,,,,,,,
10939966,282678754,0,"[265654073, 25912891, 115678974]",True,Toftegårds Allé,tertiary,50,59.934,"LINESTRING (12.5160716 55.6640335, 12.5160856 55.6639039, 12.5160918 55.6638679, 12.5161142 55.6637648, 12.5161382 55.6636568, 12.5161514 55.6635974, 12.5162505 55.663514)",2,,yes,,,,,
11056223,20974556,0,3542455,True,Dalgas Boulevard,tertiary,50,10.99,"LINESTRING (12.5065908 55.672174, 12.5065554 55.6722708)",,,,,,,,
11056223,1875640852,0,"[83872236, 435293444]",True,Roskildevej,tertiary,50,183.75900000000001,"LINESTRING (12.5065908 55.672174, 12.507333 55.6721715, 12.5079551 55.6721652, 12.5088803 55.672147, 12.5092857 55.6721432, 12.5095204 55.6721385)","['1', '2']",,,,,,,
11056224,576752,0,419937145,False,Peter Bangs Vej,tertiary,50,24.849,"LINESTRING (12.5091949 55.6788122, 12.5089696 55.6788092, 12.5087987 55.6788062)",,,,,,,,
11056224,576753,0,419937145,False,Peter Bangs Vej,tertiary,50,87.366,"LINESTRING (12.5091949 55.6788122, 12.5095641 55.6788209, 12.5105872 55.678845)",,,,,,,,
11056224,1669421648,0,614280470,True,Dalgas Boulevard,tertiary,50,222.512,"LINESTRING (12.5091949 55.6788122, 12.5092378 55.6790426, 12.5093067 55.679212, 12.5093624 55.6792873, 12.5095978 55.6796654, 12.5102942 55.6807072)",,,,,,,,
11056227,11056228,0,614280470,True,Dalgas Boulevard,tertiary,50,122.411,"LINESTRING (12.5073358 55.6747619, 12.5077123 55.6758421)",,,,,,,,
11056227,2975490710,0,3991370,False,Joakim Larsens Vej,residential,40,69.61,"LINESTRING (12.5073358 55.6747619, 12.5075511 55.6747727, 12.5084423 55.6748128)",,,,,,,,
11056228,20908193,0,9250733,False,Kronprinsensvej,residential,40,81.03,"LINESTRING (12.5077123 55.6758421, 12.5090017 55.6758913)",,,,,,,,
11056228,20908222,0,614280470,True,Dalgas Boulevard,tertiary,50,144.032,"LINESTRING (12.5077123 55.6758421, 12.5083382 55.6770884)",,,,,,,,
11056228,10776882,0,9250733,False,Kronprinsensvej,residential,40,22.938000000000002,"LINESTRING (12.5077123 55.6758421, 12.5075318 55.6758352, 12.5073473 55.6758281)",,,,,,,,
11062528,698672,0,26178096,False,Sundholmsvej,tertiary,50,58.798,"LINESTRING (12.5947702 55.6627367, 12.5945343 55.6628546, 12.5944059 55.6629043, 12.5942665 55.6629422, 12.594228 55.6629509, 12.5941273 55.6629735, 12.5939769 55.6630074)",,,,,,,,
11062528,7726661,0,26178096,False,Sundholmsvej,tertiary,50,191.59300000000002,"LINESTRING (12.5947702 55.6627367, 12.5954242 55.6623966, 12.5956741 55.6622667, 12.5962211 55.6619823, 12.596492 55.6618606, 12.5966454 55.6617989, 12.5968056 55.6617345, 12.5970228 55.6616478, 12.5970914 55.6616206)",,,,,,,,
11062528,11062530,0,796405704,False,Norgesgade,residential,50,51.471000000000004,"LINESTRING (12.5947702 55.6627367, 12.5948417 55.6627804, 12.5951915 55.6629938, 12.5952733 55.6630286, 12.5953618 55.6630517)",,,,,,,,
11062530,11062532,0,796405704,False,Norgesgade,residential,50,11.386,"LINESTRING (12.5953618 55.6630517, 12.5955382 55.6630759)",,,,,,,,
11062530,587411506,0,143330818,False,Finlandsgade,residential,50,88.5,"LINESTRING (12.5953618 55.6630517, 12.5953457 55.6631291, 12.5948787 55.663797)",,,,,,,,
11062530,11062528,0,796405704,False,Norgesgade,residential,50,51.471000000000004,"LINESTRING (12.5953618 55.6630517, 12.5952733 55.6630286, 12.5951915 55.6629938, 12.5948417 55.6627804, 12.5947702 55.6627367)",,,,,,,,
11062532,11062530,0,796405704,False,Norgesgade,residential,50,11.386,"LINESTRING (12.5955382 55.6630759, 12.5953618 55.6630517)",,,,,,,,
11062532,20908338,0,"[143330819, 796405702, 796405703]",False,Finlandsgade,residential,50,237.10299999999998,"LINESTRING (12.5955382 55.6630759, 12.595558 55.6630462, 12.595584 55.6630256, 12.5956241 55.6630085, 12.5965413 55.6627711, 12.5973305 55.6625606, 12.5978489 55.6624216, 12.5979806 55.6623888, 12.5980652 55.6623677, 12.5981796 55.6623375, 12.5987643 55.6621834, 12.5988609 55.6621082)",,,,,,,,
11062532,1579437332,0,796476300,False,Norgesgade,residential,50,41.91,"LINESTRING (12.5955382 55.6630759, 12.5957373 55.6631216, 12.5961571 55.663218)",,,,,,,,
11062533,11062534,0,2523503,False,Kongedybet,residential,50,90.417,"LINESTRING (12.5974646 55.6635183, 12.5969205 55.6642713)",,,,,,,,
11062533,1231985314,0,796476301,False,Norgesgade,residential,50,4.808,"LINESTRING (12.5974646 55.6635183, 12.5975356 55.6635346)",,,,,,,,
11062533,1579437292,0,"[796476301, 2523502]",False,Norgesgade,residential,50,50.133,"LINESTRING (12.5974646 55.6635183, 12.5973614 55.663495, 12.5972105 55.6634599, 12.5967243 55.6633483)",,,,,,,,
11062534,11062533,0,2523503,False,Kongedybet,residential,50,90.417,"LINESTRING (12.5969205 55.6642713, 12.5974646 55.6635183)",,,,,,,,
11062534,1270090282,0,2523503,False,Kongedybet,residential,50,68.78899999999999,"LINESTRING (12.5969205 55.6642713, 12.5967022 55.6645913, 12.5967063 55.6646266, 12.5968515 55.6648526)",,,,,,,,
11062534,475577022,0,143330820,False,Hollænderdybet,residential,50,55.012,"LINESTRING (12.5969205 55.6642713, 12.596824 55.664238, 12.5961186 55.6640725)",,,,,,,,
11062534,475576905,0,143330820,False,Hollænderdybet,residential,50,60.199999999999996,"LINESTRING (12.5969205 55.6642713, 12.5970244 55.6643042, 12.5978034 55.6644825)",,,,,,,,
11062535,267024527,0,2523501,False,Egilsgade,residential,50,172.295,"LINESTRING (12.5767231 55.6667975, 12.5789011 55.6658531)",,,,,,,,
11062535,8891105,0,237111840,False,Islands Brygge,residential,40,54.784,"LINESTRING (12.5767231 55.6667975, 12.576207 55.6664)",,,,,,,,
11062535,8079923,0,237111840,False,Islands Brygge,residential,40,55.849000000000004,"LINESTRING (12.5767231 55.6667975, 12.57714 55.6671119, 12.5772565 55.6671997)",,,,,,,,
11062536,18311969,0,2523501,False,Egilsgade,residential,50,174.126,"LINESTRING (12.5833588 55.6639858, 12.5811362 55.6649242)",,,,,,,,
11062536,8891106,0,43838022,False,Artillerivej,tertiary,50,54.172,"LINESTRING (12.5833588 55.6639858, 12.5829657 55.6637467, 12.5828002 55.663647, 12.5827705 55.6636291)",,,,,,,,
11062536,2722426289,0,43838022,False,Artillerivej,tertiary,50,52.214,"LINESTRING (12.5833588 55.6639858, 12.583766 55.6642354, 12.5839269 55.664329)",,,,,,,,
11062538,297986381,0,165574175,False,Norgesgade,residential,50,57.272,"LINESTRING (12.6005922 55.6643572, 12.5997772 55.6641249)",,,,,,,,
11062538,6504024,0,107382835,False,Amagerbrogade,tertiary,50,49.266999999999996,"LINESTRING (12.6005922 55.6643572, 12.6008438 55.6640762, 12.6009463 55.6639617)",,,,,,,,
11062538,1568601459,0,161853735,False,Amagerbrogade,tertiary,50,80.596,"LINESTRING (12.6005922 55.6643572, 12.6003273 55.6646221, 12.5999675 55.6649906)",,,,,,,,
11062540,7217645,0,161848621,True,Amager Boulevard,tertiary,50,139.854,"LINESTRING (12.5975163 55.6658724, 12.5985682 55.665613, 12.5988652 55.66554, 12.5989681 55.6655174, 12.5992058 55.6654653, 12.5993545 55.6654327, 12.5995716 55.6653851)",2,,,,,,,
11062540,1183182356,0,"[796476297, 796476298]",False,Kongedybet,residential,50,99.439,"LINESTRING (12.5975163 55.6658724, 12.5974627 55.6658036, 12.5972506 55.6654736, 12.5969678 55.6650335)",,,,,,,,
11062541,297986381,0,1880952,True,Anders Henriksens Gade,residential,50,84.407,"LINESTRING (12.5992201 55.6648159, 12.5997772 55.6641249)",,,,,,,,
11062541,8084948,0,143330820,False,Hollænderdybet,residential,50,29.648,"LINESTRING (12.5992201 55.6648159, 12.598784 55.664713)",,,,,,,,
11062541,1568601459,0,143330820,False,Hollænderdybet,residential,50,50.741,"LINESTRING (12.5992201 55.6648159, 12.5998112 55.6649541, 12.5999675 55.6649906)",,,,,,,,
11062599,1190852545,0,2523510,False,Store Strandstræde,residential,,9.586,"LINESTRING (12.5901958 55.6813869, 12.5900571 55.6814232)",,,,,,,,
11062599,1625363956,0,367146203,False,Lille Strandstræde,residential,,28.19,"LINESTRING (12.5901958 55.6813869, 12.5900003 55.6811586)",,,,,,,,
11062599,7741063,0,153353842,True,Lille Strandstræde,residential,,40.867,"LINESTRING (12.5901958 55.6813869, 12.5902215 55.6814147, 12.5904182 55.6816278, 12.5904212 55.6816311, 12.5903967 55.6817223)",1,,,,,,,
12723458,336229586,0,360156352,False,Ved Sporsløjfen,residential,50,16.292,"LINESTRING (12.5782977 55.7149983, 12.5783325 55.7148531)",,,,,,,,
12723458,12723460,0,"[360156354, 30473723]",False,Ved Sporsløjfen,"['living_street', 'residential']",30,250.91500000000002,"LINESTRING (12.5782977 55.7149983, 12.57836 55.7150277, 12.5785545 55.7150623, 12.5790846 55.7150778, 12.5791626 55.7150623, 12.5793809 55.7149502, 12.5795905 55.7148974, 12.58124 55.7143513, 12.5815827 55.7142379, 12.5817945 55.7141424)",,,,,,,,
12723458,336229563,0,"[679005637, 751406919]",False,Ved Sporsløjfen,residential,50,40.141000000000005,"LINESTRING (12.5782977 55.7149983, 12.5780189 55.7149791, 12.5778003 55.7149727, 12.5776594 55.7149687)",,,,,,,,
12723460,2116615436,0,201631800,False,Carl Nielsens Allé,residential,20,78.315,"LINESTRING (12.5817945 55.7141424, 12.5812579 55.7141219, 12.5805471 55.7140947)",,,,,,,,
12723460,1341460322,0,"[201994912, 360156351]",False,"['Carl Nielsens Allé', 'Ved Sporsløjfen']",residential,20,81.233,"LINESTRING (12.5817945 55.7141424, 12.5818942 55.7135146, 12.5817167 55.7135076)",,,,,,,,
