u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
1496719378,1496719563,0,136456333,False,,,,cycleway,,,230.72899999999996,"LINESTRING (-71.17728820000001 42.281657, -71.17733680000001 42.2815935, -71.1773999 42.281528, -71.1774642 42.2814843, -71.17753930000001 42.2814605, -71.1776359 42.2814566, -71.177755 42.2814528, -71.1778666 42.2814327, -71.1780382 42.281397, -71.17829039999999 42.2813494, -71.1785385 42.2812919, -71.1787356 42.2812462, -71.179036 42.2812105, -71.1792238 42.2812145, -71.17937929999999 42.2812343, -71.1795564 42.28127, -71.1797119 42.2813177, -71.17987290000001 42.2813931)",,,,
1496719387,1496719167,0,136456333,False,,,,cycleway,,,206.168,"LINESTRING (-71.1802162 42.2812065, -71.1802108 42.2811589, -71.1802055 42.2810994, -71.1802497 42.281022, -71.180361 42.2809208, -71.18043609999999 42.2808612, -71.180581 42.2807938, -71.18070969999999 42.2807501, -71.1809243 42.2806985, -71.18132660000001 42.280631, -71.18153049999999 42.2805913, -71.1816927 42.2805576, -71.1819382 42.2804842, -71.18220100000001 42.2804246, -71.1822852 42.2803992)",,,,
1496719387,1496719563,0,136456333,False,,,,cycleway,,,35.052,"LINESTRING (-71.1802162 42.2812065, -71.1800767 42.2812859, -71.17997870000001 42.2813364, -71.17987290000001 42.2813931)",,,,
1496719387,3175630008,0,136456334,False,,,,cycleway,,,159.028,"LINESTRING (-71.1802162 42.2812065, -71.1803718 42.2811211, -71.1805863 42.2810199, -71.1807392 42.2809524, -71.180813 42.2809188, -71.18089209999999 42.2808929, -71.1809645 42.280877, -71.18102759999999 42.2808632, -71.1810839 42.2808573, -71.18115899999999 42.2808513, -71.1813011 42.2808493, -71.1814969 42.2808652, -71.18173969999999 42.280879, -71.1820158 42.2808985)",,,,
1496719392,1496719378,0,136456332,False,,,,cycleway,,,8.829,"LINESTRING (-71.17728870000001 42.2817364, -71.17728820000001 42.281657)",,,,
1496719392,1496719589,0,136456332,False,,,,cycleway,,,389.475,"LINESTRING (-71.17728870000001 42.2817364, -71.17728990000001 42.2819506, -71.1773678 42.2824324, -71.1774788 42.2832166, -71.1773274 42.283419, -71.17732479999999 42.2834925, -71.1773489 42.2835579, -71.1774025 42.2836572, -71.1774589 42.2837167, -71.17753930000001 42.2837861, -71.1776627 42.2838675, -71.1777646 42.2839171, -71.1778317 42.2839489, -71.1779028 42.2839748, -71.1780181 42.2839986, -71.1781402 42.2840163, -71.1782407 42.2840263, -71.1783574 42.2840282, -71.17852240000001 42.2840263, -71.1786216 42.2840283, -71.17871820000001 42.2840244, -71.178918 42.2840262, -71.1789824 42.2840302, -71.1790306 42.2840382, -71.17907889999999 42.2840461, -71.1791379 42.284058, -71.1791822 42.284072, -71.1792224 42.2840918, -71.17927469999999 42.2841175)",,,,
1496719392,3175631568,0,136456335,False,,,,cycleway,,,110.283,"LINESTRING (-71.17728870000001 42.2817364, -71.1773529 42.2817443, -71.17739450000001 42.2817542, -71.1774106 42.281786, -71.1774388 42.2818435, -71.1774589 42.2819408, -71.17754600000001 42.2823595, -71.1775729 42.2824071, -71.1776359 42.2824369, -71.1777565 42.2824422, -71.1777821 42.2824428, -71.1778887 42.2824438)",,,,
1496719392,1496719361,0,136456335,False,,,,cycleway,,,23.425,"LINESTRING (-71.17728870000001 42.2817364, -71.1770901 42.2817324, -71.1770042 42.2817364)",,,,
1496719430,1496719589,0,136456332,False,,,,cycleway,,,27.011,"LINESTRING (-71.1794871 42.2843026, -71.17945039999999 42.2842665, -71.17937929999999 42.2842048, -71.17927469999999 42.2841175)",,,,
1496719430,1496719247,0,136456332,False,,,,cycleway,,,514.821,"LINESTRING (-71.1794871 42.2843026, -71.1795309 42.2843458, -71.1796087 42.2844133, -71.17969720000001 42.2844748, -71.1797803 42.2845264, -71.1798581 42.284572, -71.1799211 42.2845977, -71.1800016 42.2846354, -71.1800995 42.2846772, -71.1802162 42.2847128, -71.18039589999999 42.2847644, -71.1807338 42.2848636, -71.18096180000001 42.2849291, -71.181163 42.2849847, -71.1813025 42.2850244, -71.1813669 42.2850383, -71.1814138 42.2850364, -71.1814567 42.2850304, -71.18149289999999 42.2850164, -71.18158010000001 42.284955, -71.18219430000001 42.2845066, -71.1825054 42.2842724, -71.1826396 42.2841652, -71.1827012 42.2841196, -71.18274150000001 42.2840799, -71.18277639999999 42.2840383, -71.1828421 42.2839568, -71.182885 42.2839112, -71.1829118 42.2838814, -71.18295740000001 42.2838477, -71.18299759999999 42.2838179, -71.1830405 42.2837921, -71.18311300000001 42.2837524, -71.1832471 42.283671, -71.18334900000001 42.2836175, -71.1834077 42.2835727, -71.183471 42.2835243, -71.1835904 42.2834349, -71.18368959999999 42.2833535, -71.1838051 42.2832673, -71.1839176 42.283169, -71.1840115 42.2830956, -71.1841108 42.2830142, -71.1841684 42.2829627, -71.18424349999999 42.2829171)",,,,
1496719430,1496719233,0,136456337,False,,,,cycleway,,,30.762,"LINESTRING (-71.1794871 42.2843026, -71.1794678 42.2842525, -71.1794357 42.2841929, -71.1793981 42.2841076, -71.1793619 42.2840422)",,,,
1496719477,3175631639,0,136456335,False,,,,cycleway,,,50.126999999999995,"LINESTRING (-71.18187380000001 42.2838696, -71.18194889999999 42.2838497, -71.18213129999999 42.2837942, -71.18236330000001 42.2837088, -71.1824288 42.2836846)",,,,
1496719477,3175631646,0,136456335,False,,,,cycleway,,,33.083,"LINESTRING (-71.18187380000001 42.2838696, -71.1816324 42.2839172, -71.18148549999999 42.283947)",,,,
1496719477,3175631630,0,136456336,False,,,,cycleway,,,49.81099999999999,"LINESTRING (-71.18187380000001 42.2838696, -71.181906 42.2838259, -71.1820669 42.2837227, -71.1822399 42.2836295, -71.18233290000001 42.2835843)",,,,
1496719480,1496719247,0,136456332,False,,,,cycleway,,,531.3719999999998,"LINESTRING (-71.18565030000001 42.2805198, -71.1857335 42.2805178, -71.1858515 42.2805158, -71.18594400000001 42.2805219, -71.1860527 42.2805317, -71.18620559999999 42.2805575, -71.1862994 42.2805754, -71.1863571 42.2805913, -71.1864295 42.2806171, -71.18651 42.2806469, -71.1865985 42.2806846, -71.1866696 42.2807242, -71.1867527 42.2807718, -71.18682250000001 42.2808214, -71.186919 42.2808889, -71.1869914 42.2809405, -71.18704510000001 42.2809822, -71.18710950000001 42.2810358, -71.1871551 42.2810754, -71.1871805 42.2811073, -71.18720999999999 42.2811529, -71.1872382 42.2812163, -71.18730789999999 42.281389, -71.1873374 42.2814684, -71.1873509 42.281516, -71.1873562 42.2815636, -71.1873576 42.2816193, -71.1873482 42.2816529, -71.1873374 42.2816867, -71.187316 42.2817204, -71.1872436 42.2818057, -71.18717650000001 42.2818811, -71.18707999999999 42.2819684, -71.18690429999999 42.2821313, -71.18672189999999 42.282292, -71.18662260000001 42.2823833, -71.18654220000001 42.2824448, -71.186459 42.2825162, -71.18634369999999 42.2825956, -71.1862002 42.2826729, -71.186109 42.2827086, -71.1860004 42.2827425, -71.1858864 42.2827682, -71.18578309999999 42.2827802, -71.18564499999999 42.2828019, -71.18552029999999 42.2828258, -71.1853835 42.2828576, -71.1852614 42.2828971, -71.185126 42.2829409, -71.1850039 42.2829805, -71.1849127 42.2829924, -71.18481749999999 42.2829865, -71.1847518 42.2829785, -71.18466600000001 42.2829468, -71.1845587 42.282911, -71.1844809 42.2828872, -71.1844165 42.2828793, -71.1843535 42.2828833, -71.1842985 42.2828952, -71.18424349999999 42.2829171)",,,,
1496719480,1496719353,0,136456332,False,,,,cycleway,,,149.698,"LINESTRING (-71.18565030000001 42.2805198, -71.1855752 42.2805535, -71.1854881 42.2805735, -71.1853928 42.2805754, -71.18530699999999 42.2805893, -71.1851984 42.2805973, -71.1850482 42.2805814, -71.1848725 42.2805535, -71.18461499999999 42.2805019, -71.1842797 42.2804305, -71.184033 42.2803829, -71.1838925 42.280353)",,,,
1496719480,61549733,0,136456338,False,,,,cycleway,,,7.332,"LINESTRING (-71.18565030000001 42.2805198, -71.1856015 42.2805163, -71.1855656 42.2805031)",,,,
1496719545,1496719313,0,136456334,False,,,,cycleway,,,30.055999999999997,"LINESTRING (-71.18201879999999 42.2809858, -71.18184290000001 42.2810418, -71.1816887 42.2811012)",,,,
1496719545,1496719177,0,136456334,False,,,,cycleway,,,26.579,"LINESTRING (-71.18201879999999 42.2809858, -71.18220100000001 42.2809425, -71.18232829999999 42.2809175)",,,,
1496719545,3175630008,0,311826795,False,,,,cycleway,,,9.903,"LINESTRING (-71.18201879999999 42.2809858, -71.18202770000001 42.2809585, -71.18202669999999 42.2809318, -71.1820158 42.2808985)",,,,
1496719563,1496719387,0,136456333,False,,,,cycleway,,,35.052,"LINESTRING (-71.17987290000001 42.2813931, -71.17997870000001 42.2813364, -71.1800767 42.2812859, -71.1802162 42.2812065)",,,,
1496719563,1496719378,0,136456333,False,,,,cycleway,,,230.72899999999998,"LINESTRING (-71.17987290000001 42.2813931, -71.1797119 42.2813177, -71.1795564 42.28127, -71.17937929999999 42.2812343, -71.1792238 42.2812145, -71.179036 42.2812105, -71.1787356 42.2812462, -71.1785385 42.2812919, -71.17829039999999 42.2813494, -71.1780382 42.281397, -71.1778666 42.2814327, -71.177755 42.2814528, -71.1776359 42.2814566, -71.17753930000001 42.2814605, -71.1774642 42.2814843, -71.1773999 42.281528, -71.17733680000001 42.2815935, -71.17728820000001 42.281657)",,,,
1496719563,3175631568,0,136456335,False,,,,cycleway,,,244.43600000000004,"LINESTRING (-71.17987290000001 42.2813931, -71.1797924 42.281397, -71.1796636 42.2813931, -71.1795242 42.2813851, -71.1794008 42.2813732, -71.17919689999999 42.2813812, -71.1790736 42.2813931, -71.1788804 42.2814248, -71.1786015 42.2814843, -71.1784406 42.2815161, -71.1783494 42.2815399, -71.1782474 42.2815796, -71.1781876 42.2816153, -71.178117 42.281667, -71.17805970000001 42.2817106, -71.17799530000001 42.2817661, -71.1779269 42.2818356, -71.17789639999999 42.2818853, -71.1778949 42.2819342, -71.177888 42.2821908, -71.1778887 42.2824438)",,,,
1496719563,1496719303,0,136456335,False,,,,cycleway,,,56.196,"LINESTRING (-71.17987290000001 42.2813931, -71.17999620000001 42.2814208, -71.1802108 42.2814764, -71.1805112 42.2815717)",,,,
1496719589,1496719392,0,136456332,False,,,,cycleway,,,389.47499999999997,"LINESTRING (-71.17927469999999 42.2841175, -71.1792224 42.2840918, -71.1791822 42.284072, -71.1791379 42.284058, -71.17907889999999 42.2840461, -71.1790306 42.2840382, -71.1789824 42.2840302, -71.178918 42.2840262, -71.17871820000001 42.2840244, -71.1786216 42.2840283, -71.17852240000001 42.2840263, -71.1783574 42.2840282, -71.1782407 42.2840263, -71.1781402 42.2840163, -71.1780181 42.2839986, -71.1779028 42.2839748, -71.1778317 42.2839489, -71.1777646 42.2839171, -71.1776627 42.2838675, -71.17753930000001 42.2837861, -71.1774589 42.2837167, -71.1774025 42.2836572, -71.1773489 42.2835579, -71.17732479999999 42.2834925, -71.1773274 42.283419, -71.1774788 42.2832166, -71.1773678 42.2824324, -71.17728990000001 42.2819506, -71.17728870000001 42.2817364)",,,,
1496719589,1496719430,0,136456332,False,,,,cycleway,,,27.011,"LINESTRING (-71.17927469999999 42.2841175, -71.17937929999999 42.2842048, -71.17945039999999 42.2842665, -71.1794871 42.2843026)",,,,
1496719589,1496719233,0,311826793,False,,,,cycleway,,,11.805,"LINESTRING (-71.17927469999999 42.2841175, -71.1793172 42.2841049, -71.1793428 42.2840838, -71.1793619 42.2840422)",,,,
1496719607,1496719177,0,136456334,False,,,,cycleway,,,233.59200000000004,"LINESTRING (-71.1850321 42.2814585, -71.18494219999999 42.2814584, -71.1848256 42.2814486, -71.1846955 42.2814326, -71.1844514 42.2814069, -71.1842408 42.2813851, -71.1840571 42.2813612, -71.1839123 42.2813473, -71.18381170000001 42.2813296, -71.1837299 42.2813076, -71.183644 42.2812779, -71.1834992 42.2812302, -71.1834214 42.2811945, -71.1833074 42.281147, -71.1831425 42.2810794, -71.1829896 42.2810159, -71.182885 42.2809862, -71.18281260000001 42.2809663, -71.1827401 42.2809584, -71.18267040000001 42.2809484, -71.18260069999999 42.2809385, -71.18250949999999 42.2809286, -71.18232829999999 42.2809175)",,,,
1496719607,1496719151,0,136456334,False,,,,cycleway,,,215.86000000000004,"LINESTRING (-71.1850321 42.2814585, -71.185126 42.2814367, -71.1854089 42.2813711, -71.18564499999999 42.2813215, -71.18572810000001 42.2813136, -71.1857965 42.2813117, -71.185885 42.2813137, -71.1859467 42.2813276, -71.18600840000001 42.2813454, -71.18605669999999 42.2813692, -71.1861036 42.2814009, -71.1861385 42.2814485, -71.1861506 42.2814883, -71.1861653 42.2815497, -71.186168 42.2815894, -71.1861653 42.2816351, -71.18613980000001 42.2816808, -71.18609960000001 42.2817225, -71.18606610000001 42.2817601, -71.1860124 42.2817938, -71.1859534 42.2818156, -71.1858663 42.2818336, -71.1856798 42.2818573, -71.1854063 42.2818811, -71.1851343 42.2819057)",,,,
1496719607,1496719151,1,311826788,False,,,,cycleway,,,60.328,"LINESTRING (-71.1850321 42.2814585, -71.18509400000001 42.2814802, -71.18514279999999 42.2815078, -71.1851917 42.281551, -71.1852332 42.2816037, -71.1852555 42.2816564, -71.1852576 42.2817177, -71.18523740000001 42.2817838, -71.18520340000001 42.2818396, -71.1851343 42.2819057)",,,,
1496721302,1496719303,0,136456520,False,,,,cycleway,,,113.90299999999999,"LINESTRING (-71.1814165 42.281151, -71.18139770000001 42.2811033, -71.1813722 42.2810735, -71.1813253 42.2810438, -71.1812824 42.28102, -71.18120860000001 42.281008, -71.1811469 42.281008, -71.1810986 42.2810159, -71.1810584 42.2810278, -71.1810061 42.2810636, -71.1809538 42.2811052, -71.1808626 42.2811727, -71.1808063 42.2812163, -71.1807352 42.2812799, -71.18065470000001 42.2813692, -71.1806091 42.2814288, -71.1805756 42.2814763, -71.18055390000001 42.2815101, -71.1805112 42.2815717)",,,,
1496721302,1496719145,0,136456520,False,,,,cycleway,,,17.044999999999998,"LINESTRING (-71.1814165 42.281151, -71.18141780000001 42.2811905, -71.1814138 42.2812403, -71.1814021 42.2813036)",,,,
1496721302,1496719313,0,311829647,False,,,,cycleway,,,23.081,"LINESTRING (-71.1814165 42.281151, -71.1814857 42.2811378, -71.1815931 42.2811216, -71.1816887 42.2811012)",,,,
1496721326,1496719238,0,136456517,False,,,,cycleway,,,31.568999999999996,"LINESTRING (-71.18058689999999 42.2824424, -71.18055940000001 42.2824099, -71.1805219 42.2823772, -71.1804589 42.2823484, -71.1804119 42.2823305, -71.1803718 42.2823168, -71.1803194 42.2823097, -71.1802698 42.2823099)",,,,
1496721326,3175631642,0,136456517,False,,,,cycleway,,,190.321,"LINESTRING (-71.18058689999999 42.2824424, -71.1806064 42.2824656, -71.1806345 42.282525, -71.1806842 42.2825837, -71.1807566 42.2826441, -71.1808116 42.2826848, -71.180998 42.2828227, -71.1811348 42.2829328, -71.1812394 42.2830084, -71.1813185 42.2830668, -71.1814164 42.2831422, -71.1814486 42.2831789, -71.1815117 42.2832603, -71.18155729999999 42.2833357, -71.1815787 42.2834111, -71.1815975 42.2835202, -71.1815814 42.2836075, -71.1815519 42.2836889, -71.1815077 42.2837704, -71.181442 42.2838417, -71.1814241 42.2838568)",,,,
1496721326,1496721409,0,136456518,False,,,,cycleway,,,21.819000000000003,"LINESTRING (-71.18058689999999 42.2824424, -71.1806373 42.282405, -71.1806775 42.2823733, -71.1807499 42.2823395, -71.18078749999999 42.2823157)",,,,
1496721332,1496721409,0,136456518,False,,,,cycleway,,,7.236000000000001,"LINESTRING (-71.1807714 42.2822522, -71.1807848 42.282284, -71.18078749999999 42.2823157)",,,,
1496721332,1496721366,0,136456520,False,,,,cycleway,,,15.751,"LINESTRING (-71.1807714 42.2822522, -71.180825 42.2822403, -71.18088 42.2822146, -71.1809377 42.2821847)",,,,
1496721332,1496719190,0,136456520,False,,,,cycleway,,,34.608999999999995,"LINESTRING (-71.1807714 42.2822522, -71.1807137 42.2822523, -71.18064 42.2822423, -71.18059839999999 42.2822245, -71.18055409999999 42.2822006, -71.1805246 42.2821768, -71.1804978 42.282151, -71.18046289999999 42.2820836)",,,,
1496721366,3175665198,0,136456519,False,,,,cycleway,,,69.078,"LINESTRING (-71.1809377 42.2821847, -71.1809726 42.2822304, -71.1810155 42.28228, -71.1810584 42.2823276, -71.1810933 42.2823633, -71.18115229999999 42.2824209, -71.181214 42.2824665, -71.1813105 42.2825102, -71.1813803 42.2825479, -71.1814688 42.2825796, -71.1815338 42.2825977)",,,,
1496721366,1496719145,0,136456520,False,,,,cycleway,,,111.673,"LINESTRING (-71.1809377 42.2821847, -71.1809524 42.2821174, -71.1809578 42.2820598, -71.18094979999999 42.2819804, -71.18094309999999 42.2819069, -71.1809471 42.2818455, -71.1809592 42.2817879, -71.1809712 42.2817284, -71.18099669999999 42.2816589, -71.1810356 42.2816034, -71.18106779999999 42.2815518, -71.18112549999999 42.2814902, -71.1811952 42.2814307, -71.1813052 42.2813493, -71.1814021 42.2813036)",,,,
1496721366,1496721332,0,136456520,False,,,,cycleway,,,15.751000000000001,"LINESTRING (-71.1809377 42.2821847, -71.18088 42.2822146, -71.180825 42.2822403, -71.1807714 42.2822522)",,,,
1496721368,3175631646,0,136456335,False,,,,cycleway,,,18.928,"LINESTRING (-71.1812618 42.2839866, -71.1814124 42.2839619, -71.18148549999999 42.283947)",,,,
1496721368,1496719221,0,136456335,False,,,,cycleway,,,239.152,"LINESTRING (-71.1812618 42.2839866, -71.18113889999999 42.2840164, -71.180961 42.2840511, -71.1807687 42.2840482, -71.1806131 42.2840244, -71.1805112 42.2839886, -71.1804147 42.283945, -71.180243 42.2838616, -71.1801196 42.2837823, -71.17998009999999 42.2837029, -71.1798045 42.2836017, -71.17968639999999 42.2835501, -71.1795778 42.2835045, -71.1794719 42.2834866, -71.1793042 42.2834687, -71.1791862 42.2834489, -71.17896759999999 42.283435, -71.17880529999999 42.2834171, -71.1786887 42.2834112, -71.17861360000001 42.2833993, -71.1786034 42.2833963)",,,,
1496721368,3175631642,0,136456517,False,,,,cycleway,,,19.73,"LINESTRING (-71.1812618 42.2839866, -71.1813159 42.2839528, -71.1813642 42.2839072, -71.1814241 42.2838568)",,,,
1496721388,1496721388,0,136456516,False,,,,cycleway,,,26.538999999999998,"LINESTRING (-71.1802812 42.2824865, -71.1803 42.2824795, -71.1803173 42.2824794, -71.1803329 42.282481, -71.18034830000001 42.282487, -71.1803603 42.2824932, -71.1803683 42.2825022, -71.1803718 42.2825138, -71.1803711 42.2825237, -71.18036909999999 42.2825321, -71.180363 42.282541, -71.1803535 42.2825463, -71.18033749999999 42.2825513, -71.18032340000001 42.2825533, -71.1803053 42.2825523, -71.1802912 42.2825478, -71.1802785 42.2825356, -71.1802704 42.28252, -71.1802737 42.2825007, -71.1802812 42.2824865)",,,,
1496721388,1496721388,1,136456516,False,,,,cycleway,,,26.538999999999994,"LINESTRING (-71.1802812 42.2824865, -71.1802737 42.2825007, -71.1802704 42.28252, -71.1802785 42.2825356, -71.1802912 42.2825478, -71.1803053 42.2825523, -71.18032340000001 42.2825533, -71.18033749999999 42.2825513, -71.1803535 42.2825463, -71.180363 42.282541, -71.18036909999999 42.2825321, -71.1803711 42.2825237, -71.1803718 42.2825138, -71.1803683 42.2825022, -71.1803603 42.2824932, -71.18034830000001 42.282487, -71.1803329 42.282481, -71.1803173 42.2824794, -71.1803 42.2824795, -71.1802812 42.2824865)",,,,
1496721388,1496719375,0,136456516,False,,,,cycleway,,,42.554,"LINESTRING (-71.1802812 42.2824865, -71.18026039999999 42.2824795, -71.1802041 42.2824676, -71.18008709999999 42.2824473, -71.1799721 42.2824308, -71.1798916 42.2824209, -71.1798246 42.282405, -71.17978840000001 42.2823833)",,,,
1496721409,1496721326,0,136456518,False,,,,cycleway,,,21.819000000000003,"LINESTRING (-71.18078749999999 42.2823157, -71.1807499 42.2823395, -71.1806775 42.2823733, -71.1806373 42.282405, -71.18058689999999 42.2824424)",,,,
