u,v,key,osmid,oneway,highway,maxspeed,length,geometry,lanes,name,access,service,width,tunnel,junction,area,bridge
252191819,1124312247,0,733392339,True,secondary,20,11.96,"LINESTRING (37.6727185 55.6346149, 37.6728624 55.6346854)",2,Кавказский бульвар,,,,,,,
252496939,4261167905,0,97631323,False,service,20,33.211,"LINESTRING (37.668952 55.636546, 37.6690045 55.6368432)",,,,,,,,,
252998994,1062817171,0,42760981,False,service,20,13.623,"LINESTRING (37.8132207 55.7225152, 37.8133991 55.7224451)",,,,,,,,,
253032893,3164471898,0,130849398,False,service,20,13.829,"LINESTRING (37.8793291 55.7147931, 37.8793081 55.7149169)",1,,,,,,,,
253122998,4764559304,0,22323173,True,residential,20,4.151,"LINESTRING (37.6130035 55.7630342, 37.6129715 55.7630669)",1,улица Большая Дмитровка,,,,,,,
253123756,311959686,0,83699174,True,residential,20,57.962,"LINESTRING (37.6111852 55.7648556, 37.61072 55.7653064)",1,улица Большая Дмитровка,,,,,,,
253124160,4523237357,0,22323173,True,residential,20,34.62,"LINESTRING (37.6146361 55.761283, 37.6143824 55.7615597)",1,улица Большая Дмитровка,,,,,,,
253124535,2606624848,0,23378715,True,unclassified,20,12.301,"LINESTRING (37.6037472 55.7541285, 37.6035707 55.7540798)",2,Нижний Кисловский переулок,,,,,,,
253231967,5241762303,0,34319977,True,unclassified,20,4.872,"LINESTRING (37.5971021 55.7596195, 37.5971465 55.7595835)",1,Малая Бронная улица,,,,,,,
253231968,1432108862,0,34319977,True,unclassified,20,6.617,"LINESTRING (37.5962865 55.7610538, 37.5963163 55.7609967)",1,Малая Бронная улица,,,,,,,
253231969,1682353438,0,34319977,True,unclassified,20,7.508,"LINESTRING (37.5951668 55.762603, 37.59523 55.7625456)",1,Малая Бронная улица,,,,,,,
253231970,1682353626,0,34319975,True,unclassified,20,6.622,"LINESTRING (37.5936981 55.7638201, 37.5937631 55.7637731)",1,Малая Бронная улица,,,,,,,
253231971,1682353789,0,23387837,True,unclassified,20,5.808,"LINESTRING (37.5917539 55.7651828, 37.5918174 55.7651447)",1,Малая Бронная улица,,,,,,,
253231972,813653473,0,25058114,True,unclassified,20,21.871,"LINESTRING (37.5907352 55.7657876, 37.590976 55.765645)",1,Малая Бронная улица,,,,,,,
253232076,7417170553,0,34319977,True,unclassified,20,15.948,"LINESTRING (37.5967847 55.7600227, 37.5968827 55.7598903)",1,Малая Бронная улица,,,,,,,
253252021,3048861986,0,34319976,True,unclassified,20,31.889,"LINESTRING (37.5939274 55.7636465, 37.5942188 55.7634112)",1,Малая Бронная улица,,,,,,,
253285505,614388859,0,48368470,False,service,20,31.474,"LINESTRING (37.6625528 55.6376308, 37.6630505 55.6375961)",,,,,,,,,
253291719,2859957716,0,531139479,False,tertiary,20,18.397,"LINESTRING (37.6735475 55.6837717, 37.6734203 55.6839208)",2,Кленовый бульвар,,,,,,,
253291719,1693655107,0,531139479,False,tertiary,20,17.971,"LINESTRING (37.6735475 55.6837717, 37.6736708 55.6836258)",2,Кленовый бульвар,,,,,,,
253448853,2924694215,0,261495925,False,service,5,12.886,"LINESTRING (37.6556533 55.6742424, 37.6558357 55.674189)",,,,,,,,,
253761186,6537767805,0,696213366,False,service,30,35.835,"LINESTRING (37.4776294 55.7348153, 37.4774349 55.7351184)",,,,,,,,,
253971501,727676723,0,283738431,False,service,20,9.627,"LINESTRING (37.5274652 55.6460353, 37.5273196 55.6460626)",,,,,,,,,
254404509,331688937,0,30106150,False,residential,10,180.801,"LINESTRING (37.8584945 55.7049106, 37.8578044 55.7064894)",,3-й Полевой проезд,,,4,,,,
254431003,5346685763,0,256571895,False,service,20,5.407,"LINESTRING (37.8588111 55.7176763, 37.8588966 55.7176696)",,,,,,,,,
254431039,334729242,0,30349612,False,residential,20,70.558,"LINESTRING (37.861184 55.718489, 37.8611706 55.7191235)",,Ветлужская улица,,,,,,,
255131588,719183876,0,163191674,True,service,10,15.215,"LINESTRING (37.6351428 55.6831472, 37.6352093 55.6832788)",,,,,,,,,
255394325,895724792,0,101256355,False,residential,30,46.26,"LINESTRING (37.5694778 55.7521285, 37.5688027 55.752298)",4,набережная Тараса Шевченко,,,,,,,
255394325,1489437697,0,101256355,False,residential,30,20.664,"LINESTRING (37.5694778 55.7521285, 37.5697641 55.7520359)",4,набережная Тараса Шевченко,,,,,,,
255394326,255394327,0,101256355,False,residential,30,37.727,"LINESTRING (37.5682922 55.752403, 37.5677139 55.7524989)",4,набережная Тараса Шевченко,,,,,,,
255394326,895724792,0,101256355,False,residential,30,34.012,"LINESTRING (37.5682922 55.752403, 37.5688027 55.752298)",4,набережная Тараса Шевченко,,,,,,,
255394327,697080734,0,101256355,False,residential,30,63.575,"LINESTRING (37.5677139 55.7524989, 37.5667159 55.7526059)",4,набережная Тараса Шевченко,,,,,,,
255394327,255394326,0,101256355,False,residential,30,37.727,"LINESTRING (37.5677139 55.7524989, 37.5682922 55.752403)",4,набережная Тараса Шевченко,,,,,,,
255394328,895724690,0,101256355,False,residential,30,19.571,"LINESTRING (37.5663726 55.7526301, 37.5660615 55.7526482)",4,набережная Тараса Шевченко,,,,,,,
255394328,697080734,0,101256355,False,residential,30,21.651,"LINESTRING (37.5663726 55.7526301, 37.5667159 55.7526059)",4,набережная Тараса Шевченко,,,,,,,
255394329,895724796,0,761483013,False,residential,30,48.345,"LINESTRING (37.5654499 55.7526723, 37.5646774 55.7526784)",3,набережная Тараса Шевченко,,,,,,,
255394329,895724690,0,761483013,False,residential,30,38.366,"LINESTRING (37.5654499 55.7526723, 37.5660615 55.7526482)",3,набережная Тараса Шевченко,,,,,,,
255394330,255394331,0,761483013,False,residential,30,53.566,"LINESTRING (37.5638942 55.7526482, 37.5630527 55.7525599)",3,набережная Тараса Шевченко,,,,,,,
255394330,895724796,0,761483013,False,residential,30,49.125,"LINESTRING (37.5638942 55.7526482, 37.5646774 55.7526784)",3,набережная Тараса Шевченко,,,,,,,
255394331,2962553634,0,761483013,False,residential,30,25.265,"LINESTRING (37.5630527 55.7525599, 37.5626621 55.7525024)",3,набережная Тараса Шевченко,,,,,,,
255394331,255394330,0,761483013,False,residential,30,53.566,"LINESTRING (37.5630527 55.7525599, 37.5638942 55.7526482)",3,набережная Тараса Шевченко,,,,,,,
256202962,937198796,0,23648182,True,service,20,19.686,"LINESTRING (37.679862 55.8751645, 37.6798783 55.8753413)",,,,,,,,,
256202965,3768852637,0,23648182,True,service,20,13.184,"LINESTRING (37.6792394 55.8750183, 37.6794469 55.8750408)",,,,,,,,,
256601827,3165249431,0,310997904,True,residential,20,11.119,"LINESTRING (37.4892945 55.5312822, 37.4894682 55.5313005)",,Остафьевская улица,,,,,,,
256601828,3165249437,0,89407089,False,residential,20,13.326,"LINESTRING (37.4888947 55.5312146, 37.4888746 55.5313339)",,,,,,,,,
256601828,256601830,0,310997906,False,residential,20,12.775,"LINESTRING (37.4888947 55.5312146, 37.4887083 55.5311691)",,Остафьевская улица,,,,,,,
256601828,3165249427,0,310997906,False,residential,20,6.69,"LINESTRING (37.4888947 55.5312146, 37.4889914 55.5312396)",,Остафьевская улица,,,,,,,
256601830,3165271145,0,310997906,False,residential,20,59.047,"LINESTRING (37.4887083 55.5311691, 37.48783 55.5309823)",,Остафьевская улица,,,,,,,
256601830,256601828,0,310997906,False,residential,20,12.775,"LINESTRING (37.4887083 55.5311691, 37.4888947 55.5312146)",,Остафьевская улица,,,,,,,
256601834,256601835,0,310997906,False,residential,20,61.477,"LINESTRING (37.4821474 55.5296904, 37.4812228 55.529512)",,Остафьевская улица,,,,,,,
256601834,2873240667,0,310997906,False,residential,20,10.995,"LINESTRING (37.4821474 55.5296904, 37.4823108 55.5297254)",,Остафьевская улица,,,,,,,
256601835,256601836,0,310997906,False,residential,20,66.835,"LINESTRING (37.4812228 55.529512, 37.4801798 55.5293989)",,Остафьевская улица,,,,,,,
256601835,256601834,0,310997906,False,residential,20,61.477,"LINESTRING (37.4812228 55.529512, 37.4821474 55.5296904)",,Остафьевская улица,,,,,,,
256601836,256601837,0,310997906,False,residential,20,49.995,"LINESTRING (37.4801798 55.5293989, 37.4793855 55.5294057)",,Остафьевская улица,,,,,,,
256601836,256601835,0,310997906,False,residential,20,66.835,"LINESTRING (37.4801798 55.5293989, 37.4812228 55.529512)",,Остафьевская улица,,,,,,,
256601837,2873240695,0,310997906,False,residential,20,53.57,"LINESTRING (37.4793855 55.5294057, 37.4785422 55.5294712)",,Остафьевская улица,,,,,,,
256601837,256601836,0,310997906,False,residential,20,49.995,"LINESTRING (37.4793855 55.5294057, 37.4801798 55.5293989)",,Остафьевская улица,,,,,,,
256601840,6274815062,0,131837281,False,residential,20,49.428,"LINESTRING (37.4774824 55.5296689, 37.4775707 55.5301106)",,улица Академика Семёнова,,,,,,,
256601840,455885352,0,131837281,False,residential,20,51.054,"LINESTRING (37.4774824 55.5296689, 37.4773908 55.5292127)",,улица Академика Семёнова,,,,,,,
256601840,2873240674,0,310997906,False,residential,20,45.932,"LINESTRING (37.4774824 55.5296689, 37.4781748 55.5295383)",,Остафьевская улица,,,,,,,
256601843,7034583421,0,131837281,False,residential,20,18.826,"LINESTRING (37.4774573 55.5306773, 37.4773865 55.5308418)",,улица Академика Семёнова,,,,,,,
256601843,961966898,0,131837281,False,residential,20,22.744,"LINESTRING (37.4774573 55.5306773, 37.477527 55.5304766)",,улица Академика Семёнова,,,,,,,
256601844,961966828,0,131837281,False,residential,20,35.838,"LINESTRING (37.4772211 55.5310568, 37.4769204 55.5313305)",,улица Академика Семёнова,,,,,,,
256601844,7034583421,0,131837281,False,residential,20,26.075,"LINESTRING (37.4772211 55.5310568, 37.4773865 55.5308418)",,улица Академика Семёнова,,,,,,,
256601846,256601847,0,131837281,False,residential,20,40.478,"LINESTRING (37.4757344 55.5324507, 37.4754464 55.5327762)",,улица Академика Семёнова,,,,,,,
256601846,455886462,0,131837281,False,residential,20,36.735,"LINESTRING (37.4757344 55.5324507, 37.4760385 55.5321687)",,улица Академика Семёнова,,,,,,,
256601847,7034571126,0,131837281,False,residential,20,26.389,"LINESTRING (37.4754464 55.5327762, 37.4753201 55.5330025)",,улица Академика Семёнова,,,,,,,
256601847,256601846,0,131837281,False,residential,20,40.478,"LINESTRING (37.4754464 55.5327762, 37.4757344 55.5324507)",,улица Академика Семёнова,,,,,,,
256601848,256601849,0,131837281,False,residential,20,56.269,"LINESTRING (37.4752351 55.5332856, 37.4752866 55.5337908)",,улица Академика Семёнова,,,,,,,
256601848,7034571126,0,131837281,False,residential,20,31.931,"LINESTRING (37.4752351 55.5332856, 37.4753201 55.5330025)",,улица Академика Семёнова,,,,,,,
256601849,7034571125,0,131837281,False,residential,20,30.132,"LINESTRING (37.4752866 55.5337908, 37.4754274 55.5340498)",,улица Академика Семёнова,,,,,,,
256601849,256601848,0,131837281,False,residential,20,56.269,"LINESTRING (37.4752866 55.5337908, 37.4752351 55.5332856)",,улица Академика Семёнова,,,,,,,
256601850,7034571150,0,131837281,False,residential,20,81.147,"LINESTRING (37.4755784 55.5342377, 37.4762003 55.534877)",,улица Академика Семёнова,,,,,,,
256601850,7034571125,0,131837281,False,residential,20,22.953,"LINESTRING (37.4755784 55.5342377, 37.4754274 55.5340498)",,улица Академика Семёнова,,,,,,,
256601851,333311698,0,30253570,False,residential,20,72.452,"LINESTRING (37.4762614 55.5349398, 37.4773288 55.5346955)",,Новопотаповский проезд,,,,,,,
256601851,7034571149,0,131837281,False,residential,20,6.027,"LINESTRING (37.4762614 55.5349398, 37.4763016 55.534989)",,улица Академика Семёнова,,,,,,,
256601851,7034571150,0,131837281,False,residential,20,7.972,"LINESTRING (37.4762614 55.5349398, 37.4762003 55.534877)",,улица Академика Семёнова,,,,,,,
256663766,4500887063,0,23703636,False,service,10,14.884,"LINESTRING (37.5472883 55.9009143, 37.5475259 55.9009275)",,,,,,,,,
256663766,7667734525,0,55683792,False,service,10,30.864,"LINESTRING (37.5472883 55.9009143, 37.5470195 55.9006812)",,,,,,,,,
256663766,4500887363,0,616191337,False,service,10,6.358,"LINESTRING (37.5472883 55.9009143, 37.5472039 55.9009464)",,,,,,,,,
257402996,4872320138,0,495489341,True,service,5,5.152,"LINESTRING (37.6536695 55.7935862, 37.6536506 55.7935411)",1,,,,,,,,
257473990,2917748602,0,23763212,False,service,20,7.84,"LINESTRING (37.824862 55.7799554, 37.8249093 55.7798901)",,,,,,,,,
257474229,3587757151,0,23763212,False,service,20,11.645,"LINESTRING (37.8268996 55.7771408, 37.8268294 55.7772378)",,,,,,,,,
257474547,3587759514,0,23763240,False,service,20,11.754,"LINESTRING (37.8323395 55.7784173, 37.8324146 55.7783204)",,,,,,,,,
257533791,992794626,0,85581598,False,tertiary,20,21.558,"LINESTRING (37.5100188 55.6748185, 37.5102603 55.6746805)",,улица Удальцова,,,,,,,
257595203,999116899,0,114615557,False,service,20,11.576,"LINESTRING (37.5693396 55.8192659, 37.5695189 55.8192922)",1,,,,,,,,
257600681,1994199802,0,200336238,False,tertiary,20,5.952,"LINESTRING (37.7787908 55.7889387, 37.7787973 55.7888853)",2,1-я Парковая улица,,,,,,,
257600681,1319802226,0,200336238,False,tertiary,20,10.191,"LINESTRING (37.7787908 55.7889387, 37.7787687 55.7890295)",2,1-я Парковая улица,,,,,,,
258658194,3289886329,0,47923072,False,service,15,15.858,"LINESTRING (37.5250549 55.5480506, 37.5252815 55.5481131)",,,,,,,,,
258658195,1016047375,0,47927191,False,service,15,14.761,"LINESTRING (37.5251597 55.5478665, 37.5253826 55.547908)",,,,,,,,,
259870224,4212740341,0,103127647,True,service,20,4.145,"LINESTRING (37.5976477 55.5809899, 37.5976593 55.5810266)",,,,,,,,,
260457368,260457369,0,131837281,False,residential,20,57.406,"LINESTRING (37.4776777 55.5369003, 37.4780598 55.5373691)",,улица Академика Семёнова,,,,,,,
260457368,961966535,0,131837281,False,residential,20,79.518,"LINESTRING (37.4776777 55.5369003, 37.4773038 55.5362172)",,улица Академика Семёнова,,,,,,,
260457369,3446455239,0,131837281,False,residential,20,40.778,"LINESTRING (37.4780598 55.5373691, 37.4784941 55.5376413)",,улица Академика Семёнова,,,,,,,
260457369,260457368,0,131837281,False,residential,20,57.406,"LINESTRING (37.4780598 55.5373691, 37.4776777 55.5369003)",,улица Академика Семёнова,,,,,,,
260457371,3446455240,0,131837281,False,residential,20,30.942,"LINESTRING (37.4790779 55.5379122, 37.4794702 55.53808)",,улица Академика Семёнова,,,,,,,
260457371,3446455239,0,131837281,False,residential,20,47.505,"LINESTRING (37.4790779 55.5379122, 37.4784941 55.5376413)",,улица Академика Семёнова,,,,,,,
260457372,338516954,0,337577959,False,residential,20,167.191,"LINESTRING (37.480166 55.5382649, 37.4826271 55.5388318)",,улица Академика Семёнова,,,,,,,
260457372,3446455240,0,337577959,False,residential,20,48.367,"LINESTRING (37.480166 55.5382649, 37.4794702 55.53808)",,улица Академика Семёнова,,,,,,,
260457374,1875998616,0,177142531,False,service,20,157.16,"LINESTRING (37.4851145 55.5391263, 37.4828153 55.538574)",,,,,,,,,
260457374,6822586752,0,337577959,False,residential,20,22.607,"LINESTRING (37.4851145 55.5391263, 37.4849904 55.5393171)",,улица Академика Семёнова,,,,,,,
260457375,1606830430,0,728057728,False,residential,20,44.705,"LINESTRING (37.4863231 55.5396614, 37.4870144 55.5397543)",,улица Академика Семёнова,,,,,,,
260457377,260457378,0,728057728,False,residential,20,45.409,"LINESTRING (37.4876342 55.5397271, 37.4883476 55.5396653)",,улица Академика Семёнова,,,,,,,
260457377,1606830430,0,728057728,False,residential,20,39.114,"LINESTRING (37.4876342 55.5397271, 37.4870144 55.5397543)",,улица Академика Семёнова,,,,,,,
260457378,455885190,0,728057728,False,residential,20,50.524,"LINESTRING (37.4883476 55.5396653, 37.4891329 55.5395704)",,улица Академика Семёнова,,,,,,,
260457378,260457377,0,728057728,False,residential,20,45.409,"LINESTRING (37.4883476 55.5396653, 37.4876342 55.5397271)",,улица Академика Семёнова,,,,,,,
264182989,248543382,0,539208876,False,residential,20,25.739,"LINESTRING (37.3674363 55.8496975, 37.3671307 55.8498529)",,Пятницкое шоссе (дублёр),,,,,,,
264910790,1295828130,0,48135058,False,service,20,8.651,"LINESTRING (37.3929924 55.7969677, 37.3928611 55.7969431)",,,,,,,,,
264910790,5588751550,0,584723260,False,secondary,20,12.484,"LINESTRING (37.3929924 55.7969677, 37.3929113 55.7970703)",4,улица Твардовского,,,,,,,
264910790,5894578667,0,584723260,False,secondary,20,7.814,"LINESTRING (37.3929924 55.7969677, 37.3930323 55.7969011)",4,улица Твардовского,,,,,,,
264910791,5588751551,0,584723260,False,secondary,20,5.197,"LINESTRING (37.3930872 55.7965843, 37.3930905 55.796631)",4,улица Твардовского,,,,,,,
264910791,5588751552,0,584723260,False,secondary,20,22.085,"LINESTRING (37.3930872 55.7965843, 37.3930753 55.7963858)",4,улица Твардовского,,,,,,,
