u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,width,tunnel,bridge,est_width,access
429620882,2218284543,0,338891210,,,path,,False,18.997,"LINESTRING (9.188333200000001 48.7893036, 9.1881752 48.7892869, 9.1881342 48.7892907, 9.1880823 48.7893076)",,3,,,,
429620882,20966996,0,397555650,,,path,,False,132.678,"LINESTRING (9.188333200000001 48.7893036, 9.188553499999999 48.7893363, 9.1886864 48.7893457, 9.1888407 48.7893465, 9.188981500000001 48.7893316, 9.189142199999999 48.7892974, 9.189269700000001 48.7893684, 9.1893327 48.7893797, 9.1894475 48.78937, 9.1895858 48.7893631, 9.1896884 48.7893752, 9.189774999999999 48.7893998, 9.189889000000001 48.789471, 9.189969 48.7895495)",,3,,,,
429620884,20956171,0,24910779,,,path,,False,69.643,"LINESTRING (9.1884721 48.789087, 9.1883578 48.7890401, 9.1882775 48.789003, 9.188188999999999 48.7889574, 9.1882533 48.7888998, 9.188325300000001 48.788857, 9.188381100000001 48.7888197, 9.188498600000001 48.7887421, 9.1886192 48.7886788)",,2.5,,,,
429620884,429620882,0,36947212,,,path,,False,26.147999999999996,"LINESTRING (9.1884721 48.789087, 9.1883967 48.789204, 9.188340200000001 48.7892938, 9.188337499999999 48.7892976, 9.188333200000001 48.7893036)",,4,,,,
429620884,20296597,0,"[338891204, 59996374]",,,path,,False,113.02300000000001,"LINESTRING (9.1884721 48.789087, 9.1886238 48.7891236, 9.1887703 48.7891441, 9.1888653 48.7891476, 9.1889211 48.789144, 9.1890021 48.7891311, 9.189072299999999 48.7891157, 9.1896849 48.7889374, 9.189778199999999 48.7887823)",,"['3', '2']",,,,
438157246,438157369,0,37455536,,,path,,False,57.946000000000005,"LINESTRING (9.163868900000001 48.7456324, 9.1637725 48.7457018, 9.163365900000001 48.7459954, 9.1633358 48.7460171)",,3.3,,,,
438157369,438157246,0,37455536,,,path,,False,57.946,"LINESTRING (9.1633358 48.7460171, 9.163365900000001 48.7459954, 9.1637725 48.7457018, 9.163868900000001 48.7456324)",,3.3,,,,
438163278,2149393260,0,204962622,,Kleinknechtstraße,path,,False,31.039,"LINESTRING (9.149108099999999 48.725087, 9.149083299999999 48.7250608, 9.149076000000001 48.7250569, 9.148878099999999 48.7249385, 9.1487876 48.7249108)",,,,,,
444890528,279988000,0,"[37906915, 583877388]",,,path,,False,255.879,"LINESTRING (9.231092 48.7368723, 9.231166999999999 48.7368727, 9.2313958 48.7368795, 9.231458 48.7369001, 9.2315009 48.7369444, 9.2315331 48.7370097, 9.2315418 48.7370275, 9.231579399999999 48.7370991, 9.2316015 48.7371186, 9.231641099999999 48.7371225, 9.2325857 48.7371225, 9.232700100000001 48.7371354, 9.232769599999999 48.7371655, 9.232817300000001 48.7372183, 9.2329037 48.7373848, 9.232973400000001 48.7375312, 9.232990900000001 48.7375759, 9.233007199999999 48.7377253, 9.233015 48.7377935, 9.2330807 48.7379863, 9.233079 48.7380194, 9.2330465 48.7380752, 9.233072399999999 48.7381102, 9.2331021 48.7381554)",,4.3,,,,
445871001,3811451394,0,"[377750936, 24008833, 377750939]",,,path,,False,147.301,"LINESTRING (9.2433218 48.7761393, 9.243323 48.7761681, 9.2433899 48.7761674, 9.2434992 48.7761798, 9.243614000000001 48.7762041, 9.2436931 48.7762342, 9.243756599999999 48.7762621, 9.243832400000001 48.7763187, 9.243985199999999 48.7764347, 9.2441783 48.7765907, 9.244260499999999 48.7766581, 9.2443407 48.7767153, 9.2445336 48.7768446, 9.244643999999999 48.7769197, 9.244756799999999 48.7769982)",,,,yes,,
455230014,20956175,0,3996728,,,path,,False,14.189,"LINESTRING (9.189607000000001 48.7861471, 9.1894212 48.7861831)",,6,,,,
455953075,287345322,0,42400761,,,path,,False,39.516,"LINESTRING (9.2272464 48.7399091, 9.2272955 48.7399235, 9.2273996 48.7400505, 9.2275454 48.7401974)",,,,,,
455953075,1385858150,0,"[379963502, 26946499, 237106045, 237105278]",,,path,,False,895.3080000000001,"LINESTRING (9.2272464 48.7399091, 9.2273447 48.7398746, 9.2275334 48.7398328, 9.2283104 48.7396249, 9.2298811 48.7391955, 9.2307969 48.7389452, 9.232574899999999 48.7384619, 9.23274 48.738421, 9.232889800000001 48.7384062, 9.233116900000001 48.7384017, 9.2332719 48.7383823, 9.233518 48.7383258, 9.2336899 48.7382811, 9.234097800000001 48.7381653, 9.2343508 48.7380774, 9.2345273 48.7380028, 9.234602900000001 48.7379674, 9.234686099999999 48.7379601, 9.23479 48.7379487, 9.234893 48.7378159, 9.2355961 48.73748, 9.2358174 48.7374452, 9.236230600000001 48.7372758, 9.236873900000001 48.7369741, 9.2375705 48.7366344, 9.2376056 48.7365794, 9.2379003 48.736443, 9.2379958 48.7364228, 9.238038 48.7364046)",,"['3', '2.5']",,,,
455953075,522096732,0,"[762937082, 77696132]",,,path,,False,660.736,"LINESTRING (9.2272464 48.7399091, 9.227186700000001 48.73992, 9.2270895 48.7399378, 9.226978799999999 48.7399581, 9.226932400000001 48.7399666, 9.2268425 48.739983, 9.2267826 48.7399692, 9.226681900000001 48.7399694, 9.2260028 48.7400393, 9.224421700000001 48.7401629, 9.223173900000001 48.7402745, 9.2219297 48.7404067, 9.221461400000001 48.7404583, 9.2205709 48.7405674, 9.2201565 48.7406574, 9.2199442 48.7407187, 9.219787500000001 48.7407711, 9.2196126 48.7408382, 9.219449600000001 48.7409169, 9.2193018 48.740995, 9.219155799999999 48.7410885, 9.219022499999999 48.7411856, 9.2189683 48.7412625, 9.2189368 48.7413524, 9.218911800000001 48.7414429)",,2.5,,,,
472591505,269692807,0,"[24832850, 236947502]",,,path,,False,273.452,"LINESTRING (9.1817627 48.8351661, 9.1814499 48.8350333, 9.1809417 48.8347933, 9.180484999999999 48.8344709, 9.1801937 48.8342067, 9.180069599999999 48.8340655, 9.1799705 48.8339267, 9.1799062 48.8337711, 9.179901600000001 48.8337184, 9.1798929 48.8336571, 9.1798214 48.8336545, 9.1797056 48.8332659)",,"['2', '2.2']",,,,
485297142,3474501972,0,"[340235320, 340235321]",,,path,,False,372.20899999999995,"LINESTRING (9.249708500000001 48.7757814, 9.249749599999999 48.7757974, 9.2498243 48.7758257, 9.2499132 48.7758316, 9.2508166 48.7758705, 9.251666699999999 48.7759137, 9.2520922 48.7759093, 9.2522898 48.7759144, 9.2523669 48.7759521, 9.252419099999999 48.7760031, 9.2524602 48.7761252, 9.252470799999999 48.776183, 9.2525581 48.7761965, 9.252798500000001 48.7761539, 9.253030900000001 48.7761203, 9.253132900000001 48.776133, 9.2532145 48.7761621, 9.253318800000001 48.7762309, 9.2534866 48.7763713, 9.253816499999999 48.7766462, 9.253993100000001 48.7767925)",,,,,"['3.2', '2.4']",
486071874,33476134,0,24711495,,,path,,False,408.27500000000003,"LINESTRING (9.1721705 48.7218294, 9.172104600000001 48.7218372, 9.1696952 48.7221409, 9.169453000000001 48.7221713, 9.1691684 48.7221895, 9.168627799999999 48.7223039, 9.166761599999999 48.7225432, 9.1667255 48.7225602)",,,,,,
486072021,4091258533,0,23381220,,,path,,False,185.163,"LINESTRING (9.1721541 48.7217465, 9.1722389 48.721729, 9.1726127 48.7216903, 9.173062 48.721659, 9.1734831 48.7216471, 9.173976700000001 48.7216438, 9.1746666 48.7216508)",,,,,,
491464506,85696970,0,40520764,,Phloxweg,path,,False,50.779,"LINESTRING (9.103963800000001 48.7213643, 9.104014899999999 48.7217515, 9.1040148 48.7218195)",,3.3,,,,
491532210,252461406,0,397581472,,,path,,False,40.547,"LINESTRING (9.203755599999999 48.8004772, 9.2043087 48.8004617)",,3,,,,
491532210,252426737,0,23781665,,,path,,False,30.299,"LINESTRING (9.203755599999999 48.8004772, 9.2038381 48.8004029, 9.203900300000001 48.8003205, 9.2039183 48.8002329)",,3,,,,
491532210,252153417,0,"[397581472, 361472857]",,,path,,False,80.696,"LINESTRING (9.203755599999999 48.8004772, 9.203594600000001 48.8004908, 9.203318700000001 48.8005228, 9.2030464 48.800563, 9.2026837 48.8006382)",,3,,,,
491544328,20966996,0,"[23782850, 368761411, 368761412, 368761415, 368761416, 368761417, 368761418, 368761419, 368761420, 368761422, 368761461, 120864829]",,Felix-Mendelssohn-Bartholdy-Allee,path,,False,1085.019,"LINESTRING (9.2000133 48.7963127, 9.199973399999999 48.7962871, 9.198760399999999 48.7955099, 9.198477499999999 48.7953287, 9.197804100000001 48.7948972, 9.1974179 48.7946498, 9.1973851 48.7946257, 9.197338800000001 48.7945981, 9.1969338 48.7943402, 9.196656900000001 48.7941639, 9.196429800000001 48.7940193, 9.1959091 48.7936877, 9.195869200000001 48.7936621, 9.1958292 48.7936365, 9.1944964 48.7927828, 9.1944596 48.7927571, 9.1944161 48.7927319, 9.194092899999999 48.7925259, 9.193554000000001 48.7921825, 9.1927062 48.7916373, 9.1920152 48.7911948, 9.1919772 48.7911716, 9.191935000000001 48.7911438, 9.191725399999999 48.7910081, 9.191502 48.7908683, 9.190918699999999 48.7905032, 9.190541400000001 48.7902561, 9.1902709 48.7900862, 9.189725899999999 48.7897288, 9.1896948 48.7897064, 9.1897248 48.7895977, 9.1897719 48.7895883, 9.189969 48.7895495)",,"['10', '8', '3', '3.5']",,,,
491544328,20967034,0,"[150035037, 368761447]",,,path,,False,38.215999999999994,"LINESTRING (9.2000133 48.7963127, 9.2000513 48.796287, 9.200120699999999 48.7962528, 9.2002314 48.7962243, 9.200484599999999 48.7961806)",,3,,,,
491544328,20967036,0,"[368761410, 619117365, 368761414]",,Felix-Mendelssohn-Bartholdy-Allee,path,,False,65.237,"LINESTRING (9.2000133 48.7963127, 9.200053199999999 48.7963383, 9.200623200000001 48.7966883, 9.2006634 48.7967137)",,"['8', '3.5']",,,,
496174691,1298265675,0,"[444883971, 444883972]",,,path,,False,177.16400000000002,"LINESTRING (9.1913322 48.8090195, 9.1911632 48.8089251, 9.1909159 48.808785, 9.1908744 48.8087345, 9.190764400000001 48.8086708, 9.1906426 48.8086048, 9.1905248 48.8085143, 9.190286800000001 48.8083252, 9.1900172 48.8081049, 9.1898751 48.8079768, 9.189848899999999 48.8079247, 9.189861000000001 48.8078669, 9.189891100000001 48.8078155)",,"['1.8', '2']",,,,
496226700,496238246,0,40812867,,,path,,False,316.7780000000001,"LINESTRING (9.207200500000001 48.8199776, 9.205682400000001 48.8192523, 9.205554100000001 48.8191675, 9.204920899999999 48.8188632, 9.203859400000001 48.8183448, 9.2037271 48.8182813)",,3,,,,
496226700,246260409,0,40812867,,,path,,False,131.69400000000002,"LINESTRING (9.207200500000001 48.8199776, 9.206482599999999 48.8206626, 9.2064567 48.8207185, 9.206447300000001 48.8207703, 9.206467200000001 48.820932, 9.2065386 48.8209958)",,3,,,,
496226700,3801572032,0,"[376770506, 241702565, 376770511]",,,path,,False,41.928000000000004,"LINESTRING (9.207200500000001 48.8199776, 9.20726 48.8200032, 9.2073062 48.8199834, 9.2075452 48.8197541, 9.207558799999999 48.819741)",,3,,yes,2.5,
496238246,496238252,0,40812867,,,path,,False,15.754,"LINESTRING (9.2037271 48.8182813, 9.203675 48.8182587, 9.203599799999999 48.818221, 9.2035587 48.8181938)",,3,,,,
496238246,496226700,0,40812867,,,path,,False,316.778,"LINESTRING (9.2037271 48.8182813, 9.203859400000001 48.8183448, 9.204920899999999 48.8188632, 9.205554100000001 48.8191675, 9.205682400000001 48.8192523, 9.207200500000001 48.8199776)",,3,,,,
496238246,496238304,0,40813745,,,path,,False,15.86,"LINESTRING (9.2037271 48.8182813, 9.203639000000001 48.8183067, 9.203585199999999 48.818325, 9.203542300000001 48.8183525)",,2.2,,,,
496238252,496238246,0,40812867,,,path,,False,15.754,"LINESTRING (9.2035587 48.8181938, 9.203599799999999 48.818221, 9.203675 48.8182587, 9.2037271 48.8182813)",,3,,,,
496238252,5606405481,0,"[40812323, 40816588]",,,path,,False,8.399,"LINESTRING (9.2035587 48.8181938, 9.203557699999999 48.8181488, 9.2035556 48.8181183)",,"['3', '2']",,,,
496238252,496238304,0,364962230,,,path,,False,18.081,"LINESTRING (9.2035587 48.8181938, 9.2035354 48.8182282, 9.203532900000001 48.8183223, 9.203542300000001 48.8183525)",,2.2,,,,
496238304,496238337,0,364962230,,,path,,False,30.259,"LINESTRING (9.203542300000001 48.8183525, 9.203364000000001 48.818598)",,2.2,,,,
496238304,496238246,0,40813745,,,path,,False,15.860000000000001,"LINESTRING (9.203542300000001 48.8183525, 9.203585199999999 48.818325, 9.203639000000001 48.8183067, 9.2037271 48.8182813)",,2.2,,,,
496238304,496238252,0,364962230,,,path,,False,18.081,"LINESTRING (9.203542300000001 48.8183525, 9.203532900000001 48.8183223, 9.2035354 48.8182282, 9.2035587 48.8181938)",,2.2,,,,
496238337,496238304,0,364962230,,,path,,False,30.259,"LINESTRING (9.203364000000001 48.818598, 9.203542300000001 48.8183525)",,2.2,,,,
496238337,496238399,0,40813747,,,path,,False,23.307,"LINESTRING (9.203364000000001 48.818598, 9.203218400000001 48.8185396, 9.2031718 48.8185281, 9.2030745 48.8185362)",,2.2,,,,
496238337,496238367,0,364962230,,,path,,False,126.261,"LINESTRING (9.203364000000001 48.818598, 9.2033194 48.8186965, 9.203107299999999 48.8189563, 9.202663299999999 48.8195284, 9.2025582 48.8195939)",,2.2,,,,
496238367,496238337,0,364962230,,,path,,False,126.261,"LINESTRING (9.2025582 48.8195939, 9.202663299999999 48.8195284, 9.203107299999999 48.8189563, 9.2033194 48.8186965, 9.203364000000001 48.818598)",,2.2,,,,
496238399,496238337,0,40813747,,,path,,False,23.307,"LINESTRING (9.2030745 48.8185362, 9.2031718 48.8185281, 9.203218400000001 48.8185396, 9.203364000000001 48.818598)",,2.2,,,,
496267614,1858947756,0,356115865,,,path,,False,14.408,"LINESTRING (9.2044613 48.8171238, 9.204597700000001 48.8170304)",,2,,,,
496267614,1858947763,0,40816589,,,path,,False,26.739,"LINESTRING (9.2044613 48.8171238, 9.2043152 48.8170718, 9.204141 48.8170083)",,4,,,,
496267614,2453034892,0,356115865,,,path,,False,88.579,"LINESTRING (9.2044613 48.8171238, 9.204208700000001 48.8174282, 9.2041494 48.8175196, 9.204105500000001 48.8176053, 9.2040565 48.8176823, 9.203975099999999 48.8177679, 9.2039086 48.8178293)",,2,,,,
496410638,496440340,0,40823608,,,path,,False,526.5200000000001,"LINESTRING (9.2172515 48.8154915, 9.2171959 48.815428, 9.2168367 48.8151919, 9.216674299999999 48.8151112, 9.2163097 48.8148813, 9.215855400000001 48.8146229, 9.2154531 48.8144236, 9.2152174 48.8142967, 9.215093700000001 48.8142223, 9.214979 48.8141532, 9.214654299999999 48.8139406, 9.2142564 48.8136532, 9.2139384 48.8134082, 9.2137761 48.8132681, 9.2135385 48.8130323, 9.2134968 48.8129812, 9.2134485 48.8129278, 9.2131846 48.8126494, 9.212861200000001 48.812301, 9.212713300000001 48.8121411, 9.212696599999999 48.8121068, 9.2126997 48.8120659, 9.2127088 48.8120235, 9.2127149 48.8120066, 9.212777000000001 48.811952)",,2.8,,,,
496410638,3613476786,0,"[40823611, 397374299, 355811179, 397374295]",,,path,,False,521.661,"LINESTRING (9.2172515 48.8154915, 9.2173689 48.8155829, 9.217445700000001 48.8156407, 9.2175558 48.8157295, 9.2176385 48.8157966, 9.217716899999999 48.8158795, 9.2177778 48.8159553, 9.2178658 48.8160733, 9.2179559 48.8162274, 9.218002200000001 48.8163542, 9.218038 48.8164903, 9.218041100000001 48.8166403, 9.218020900000001 48.816782, 9.2179842 48.8168999, 9.217931999999999 48.8170379, 9.2178807 48.8171249, 9.2178129 48.8172111, 9.217725 48.8173182, 9.2176206 48.8174184, 9.217514100000001 48.8175147, 9.2173763 48.8176138, 9.2171732 48.8177161, 9.2169876 48.8177971, 9.2168595 48.8178534, 9.216364199999999 48.8180232, 9.215976599999999 48.8181477, 9.215590300000001 48.8183005, 9.215475 48.8183411, 9.2152323 48.8184091, 9.2149141 48.8184822, 9.2145802 48.8185678, 9.214438299999999 48.8186095, 9.214288099999999 48.8186749)",,"['4', '3', '2.5']",,,,
496410638,5730116420,0,603517906,,,path,,False,150.972,"LINESTRING (9.2172515 48.8154915, 9.2171786 48.8155338, 9.2169907 48.815647, 9.2169235 48.8156768, 9.216850000000001 48.815686, 9.216779900000001 48.8156768, 9.2164833 48.8155768, 9.2164184 48.8155545, 9.2163483 48.815549, 9.216317999999999 48.8155541, 9.216270700000001 48.8155751, 9.216040100000001 48.8156925, 9.2159499 48.8157423, 9.2158985 48.8157588, 9.215846600000001 48.815764, 9.2157059 48.8157484, 9.215526799999999 48.8156962, 9.2154674 48.8157017)",,2.5,,,,
496440340,496410638,0,40823608,,,path,,False,526.52,"LINESTRING (9.212777000000001 48.811952, 9.2127149 48.8120066, 9.2127088 48.8120235, 9.2126997 48.8120659, 9.212696599999999 48.8121068, 9.212713300000001 48.8121411, 9.212861200000001 48.812301, 9.2131846 48.8126494, 9.2134485 48.8129278, 9.2134968 48.8129812, 9.2135385 48.8130323, 9.2137761 48.8132681, 9.2139384 48.8134082, 9.2142564 48.8136532, 9.214654299999999 48.8139406, 9.214979 48.8141532, 9.215093700000001 48.8142223, 9.2152174 48.8142967, 9.2154531 48.8144236, 9.215855400000001 48.8146229, 9.2163097 48.8148813, 9.216674299999999 48.8151112, 9.2168367 48.8151919, 9.2171959 48.815428, 9.2172515 48.8154915)",,2.8,,,,
506480263,1595479074,0,146275596,,,path,,False,295.45300000000003,"LINESTRING (9.1736004 48.8223576, 9.1736719 48.8223426, 9.173705200000001 48.8223215, 9.173705 48.8222856, 9.1737289 48.8222216, 9.173830199999999 48.822092, 9.173989499999999 48.8218855, 9.1740759 48.821771, 9.174185599999999 48.8215705, 9.1743712 48.82135, 9.174594300000001 48.8210981, 9.174859100000001 48.8207961, 9.174893600000001 48.8207567, 9.1752108 48.8203823, 9.1753141 48.8202787, 9.175379400000001 48.8202156, 9.175448299999999 48.8201674, 9.175519 48.8201346, 9.1755996 48.8200936)",,3.2,,,,
510839737,3639769584,0,"[481345324, 359220806, 481345327]",,,path,,False,62.842999999999996,"LINESTRING (9.1669746 48.8147186, 9.166896400000001 48.8146892, 9.166969 48.8145832, 9.167041899999999 48.8144785, 9.167059200000001 48.8144534, 9.1670681 48.8144406, 9.1671034 48.8143894, 9.1671786 48.8142876, 9.167202100000001 48.8142464, 9.1672128 48.8142284)",,,,,,
522096732,130254777,0,24468587,,,path,,False,5.453,"LINESTRING (9.218911800000001 48.7414429, 9.2189303 48.7414904)",,,,,,
522096732,879330332,0,"[42049836, 124651687]",,,path,,False,66.083,"LINESTRING (9.218911800000001 48.7414429, 9.218776 48.7414938, 9.218451 48.741635, 9.2183545 48.7416673, 9.218242800000001 48.7416953, 9.2181602 48.7416854, 9.218119400000001 48.7416743)",,,,,,
522096732,455953075,0,"[762937082, 77696132]",,,path,,False,660.7360000000001,"LINESTRING (9.218911800000001 48.7414429, 9.2189368 48.7413524, 9.2189683 48.7412625, 9.219022499999999 48.7411856, 9.219155799999999 48.7410885, 9.2193018 48.740995, 9.219449600000001 48.7409169, 9.2196126 48.7408382, 9.219787500000001 48.7407711, 9.2199442 48.7407187, 9.2201565 48.7406574, 9.2205709 48.7405674, 9.221461400000001 48.7404583, 9.2219297 48.7404067, 9.223173900000001 48.7402745, 9.224421700000001 48.7401629, 9.2260028 48.7400393, 9.226681900000001 48.7399694, 9.2267826 48.7399692, 9.2268425 48.739983, 9.226932400000001 48.7399666, 9.226978799999999 48.7399581, 9.2270895 48.7399378, 9.227186700000001 48.73992, 9.2272464 48.7399091)",,2.5,,,,
522827539,251061790,0,42085306,,,path,,False,15.899,"LINESTRING (9.1059883 48.8073214, 9.106042800000001 48.8074598)",,2,,,,
526756787,558338979,0,43905409,,,path,,False,59.80800000000001,"LINESTRING (9.1412128 48.80995, 9.141246000000001 48.8099633, 9.1413896 48.8100255, 9.141239199999999 48.8100993, 9.141192200000001 48.8101341, 9.1411625 48.8101843, 9.1411605 48.8102672, 9.1411935 48.8103568)",,3,,,,
536788394,3651419885,0,"[546461283, 546461285, 374643430, 168590293, 168590295]",,,"['cycleway', 'path']",,False,271.02299999999997,"LINESTRING (9.1877554 48.7841712, 9.187789199999999 48.7840892, 9.1877745 48.7840407, 9.1875129 48.7837134, 9.187424099999999 48.783661, 9.1873133 48.7835099, 9.187089200000001 48.7832038, 9.1870244 48.7831737, 9.1867754 48.7829858, 9.1865082 48.782851, 9.1863674 48.7827237, 9.1862467 48.7825885, 9.1861903 48.7825453, 9.186118 48.7825302, 9.185991899999999 48.7825205, 9.1858392 48.7825169, 9.1857106 48.7825129, 9.185581000000001 48.7825032, 9.1855131 48.782489)",,5.5,,,,
538979058,1991131255,0,43025158,,,path,,False,9.545,"LINESTRING (9.175624300000001 48.7994937, 9.1756318 48.799408)",,,,,,
538979058,3022276733,0,43025158,,,path,,False,6.078,"LINESTRING (9.175624300000001 48.7994937, 9.1756203 48.7995483)",,,,,,
